"Site","Year","Month","Temp"
"Esthwaite Water (UK)",2001,2,4.4
"Esthwaite Water (UK)",2001,3,4.6
"Esthwaite Water (UK)",2001,4,7.45
"Esthwaite Water (UK)",2001,5,14.1
"Esthwaite Water (UK)",2001,6,17.5
"Esthwaite Water (UK)",2001,7,18.8
"Esthwaite Water (UK)",2001,8,18.65
"Esthwaite Water (UK)",2001,9,15.65
"Esthwaite Water (UK)",2001,10,13.5666666666667
"Esthwaite Water (UK)",2001,11,8.8
"Esthwaite Water (UK)",2001,12,6.9
"Esthwaite Water (UK)",2002,1,4.95
"Esthwaite Water (UK)",2002,2,6.8
"Esthwaite Water (UK)",2002,3,6.4
"Esthwaite Water (UK)",2002,4,10.1
"Esthwaite Water (UK)",2002,5,13.6
"Esthwaite Water (UK)",2002,6,15.75
"Esthwaite Water (UK)",2002,7,17.25
"Esthwaite Water (UK)",2002,8,19.95
"Esthwaite Water (UK)",2002,9,17.6
"Esthwaite Water (UK)",2002,10,12.9333333333333
"Esthwaite Water (UK)",2002,11,8.3
"Esthwaite Water (UK)",2002,12,6.4
"Esthwaite Water (UK)",2003,1,4.35
"Esthwaite Water (UK)",2003,2,3.35
"Esthwaite Water (UK)",2003,3,5.85
"Esthwaite Water (UK)",2003,4,10.7333333333333
"Esthwaite Water (UK)",2003,5,13.65
"Esthwaite Water (UK)",2003,6,17.8
"Esthwaite Water (UK)",2003,7,19.5
"Esthwaite Water (UK)",2003,8,20.75
"Esthwaite Water (UK)",2003,9,15.9
"Esthwaite Water (UK)",2003,10,10.6
"Esthwaite Water (UK)",2003,11,8.25
"Esthwaite Water (UK)",2003,12,6.4
"Esthwaite Water (UK)",2004,1,4.35
"Esthwaite Water (UK)",2004,2,6.55
"Esthwaite Water (UK)",2004,3,5.2
"Esthwaite Water (UK)",2004,4,9.9
"Esthwaite Water (UK)",2004,5,16.45
"Esthwaite Water (UK)",2004,6,19.55
"Esthwaite Water (UK)",2004,7,17.85
"Esthwaite Water (UK)",2004,8,19.6333333333333
"Esthwaite Water (UK)",2004,9,14.1
"Esthwaite Water (UK)",2004,10,10.95
"Esthwaite Water (UK)",2004,11,9.15
"Esthwaite Water (UK)",2004,12,6.3
"Esthwaite Water (UK)",2005,1,5.55
"Esthwaite Water (UK)",2005,2,4.65
"Esthwaite Water (UK)",2005,3,5.45
"Esthwaite Water (UK)",2005,4,9.15
"Esthwaite Water (UK)",2005,5,13.7333333333333
"Esthwaite Water (UK)",2005,6,18.4
"Esthwaite Water (UK)",2005,7,21.5
"Esthwaite Water (UK)",2005,8,18.75
"Esthwaite Water (UK)",2005,9,17.45
"Esthwaite Water (UK)",2005,10,12.75
"Esthwaite Water (UK)",2005,11,9.16666666666667
"Esthwaite Water (UK)",2005,12,5.2
"Esthwaite Water (UK)",2006,1,4.35
"Esthwaite Water (UK)",2006,2,4.3
"Esthwaite Water (UK)",2006,3,3.95
"Esthwaite Water (UK)",2006,4,7.45
"Esthwaite Water (UK)",2006,5,13.3
"Esthwaite Water (UK)",2006,6,18.25
"Esthwaite Water (UK)",2006,7,21.8
"Esthwaite Water (UK)",2006,8,21.35
"Esthwaite Water (UK)",2006,9,16.9
"Esthwaite Water (UK)",2006,10,14.0333333333333
"Esthwaite Water (UK)",2006,11,8.8
"Esthwaite Water (UK)",2006,12,7.4
"Esthwaite Water (UK)",2007,1,8.1
"Esthwaite Water (UK)",2007,2,5.25
"Esthwaite Water (UK)",2007,3,6.5
"Esthwaite Water (UK)",2007,4,10.65
"Esthwaite Water (UK)",2007,5,14.2666666666667
"Esthwaite Water (UK)",2007,6,18.75
"Esthwaite Water (UK)",2007,7,17.9
"Esthwaite Water (UK)",2007,8,16.95
"Esthwaite Water (UK)",2007,9,16.25
"Esthwaite Water (UK)",2007,10,12.4666666666667
"Esthwaite Water (UK)",2007,11,8.45
"Esthwaite Water (UK)",2007,12,6.5
"Esthwaite Water (UK)",2008,1,5.15
"Esthwaite Water (UK)",2008,2,4.9
"Esthwaite Water (UK)",2008,3,5.75
"Esthwaite Water (UK)",2008,4,8.5
"Esthwaite Water (UK)",2008,5,16.25
"Esthwaite Water (UK)",2008,6,17.05
"Esthwaite Water (UK)",2008,7,17.25
"Esthwaite Water (UK)",2008,8,18.4
"Esthwaite Water (UK)",2008,9,15.7
"Esthwaite Water (UK)",2008,10,11.3
"Esthwaite Water (UK)",2008,11,7.45
"Esthwaite Water (UK)",2008,12,5.3
"Esthwaite Water (UK)",2009,1,4.5
"Esthwaite Water (UK)",2009,2,3.6
"Esthwaite Water (UK)",2009,3,6.56666666666667
"Esthwaite Water (UK)",2009,4,11.25
"Esthwaite Water (UK)",2009,5,13.7
"Esthwaite Water (UK)",2009,6,18.1
"Esthwaite Water (UK)",2009,7,20.55
"Esthwaite Water (UK)",2009,8,17.75
"Esthwaite Water (UK)",2009,9,15.9
"Esthwaite Water (UK)",2009,10,12.7
"Esthwaite Water (UK)",2009,11,9.7
"Esthwaite Water (UK)",2009,12,7.8
"Esthwaite Water (UK)",2010,1,1.5
"Esthwaite Water (UK)",2010,2,2.65
"Esthwaite Water (UK)",2010,3,5.2
"Esthwaite Water (UK)",2010,4,10.65
"Esthwaite Water (UK)",2010,5,14.75
"Esthwaite Water (UK)",2010,6,18.5
"Esthwaite Water (UK)",2010,7,17.9
"Esthwaite Water (UK)",2010,8,17.8
"Esthwaite Water (UK)",2010,9,15
"Esthwaite Water (UK)",2010,10,11.6
"Esthwaite Water (UK)",2010,11,8.05
"Windermere North (UK)",1978,1,5.375
"Windermere North (UK)",1978,2,3.5625
"Windermere North (UK)",1978,3,4.1625
"Windermere North (UK)",1978,4,5.85
"Windermere North (UK)",1978,5,11.11
"Windermere North (UK)",1978,6,16
"Windermere North (UK)",1978,7,16.2
"Windermere North (UK)",1978,8,16.62
"Windermere North (UK)",1978,9,15.0125
"Windermere North (UK)",1978,10,12.38
"Windermere North (UK)",1978,11,10.375
"Windermere North (UK)",1978,12,7.45
"Windermere North (UK)",1979,1,4.7375
"Windermere North (UK)",1979,2,2.61666666666667
"Windermere North (UK)",1979,3,3.325
"Windermere North (UK)",1979,4,4.4625
"Windermere North (UK)",1979,5,8.85
"Windermere North (UK)",1979,6,15.9875
"Windermere North (UK)",1979,7,16.88
"Windermere North (UK)",1979,8,16.3625
"Windermere North (UK)",1979,9,15.1125
"Windermere North (UK)",1979,10,12.38
"Windermere North (UK)",1979,11,8.7
"Windermere North (UK)",1979,12,7.4
"Windermere North (UK)",1980,1,5.1
"Windermere North (UK)",1980,2,4.2
"Windermere North (UK)",1980,3,4.125
"Windermere North (UK)",1980,4,6.58
"Windermere North (UK)",1980,5,11.8
"Windermere North (UK)",1980,6,14.425
"Windermere North (UK)",1980,7,15.146
"Windermere North (UK)",1980,8,16.5975
"Windermere North (UK)",1980,9,14.975
"Windermere North (UK)",1980,10,10
"Windermere North (UK)",1980,11,8.55
"Windermere North (UK)",1980,12,6.8
"Windermere North (UK)",1981,1,5.45
"Windermere North (UK)",1981,2,4.75
"Windermere North (UK)",1981,3,5.36
"Windermere North (UK)",1981,4,8.075
"Windermere North (UK)",1981,5,10.275
"Windermere North (UK)",1981,6,14.42
"Windermere North (UK)",1981,7,16.05
"Windermere North (UK)",1981,8,17.875
"Windermere North (UK)",1981,9,16.4
"Windermere North (UK)",1981,10,10.85
"Windermere North (UK)",1981,11,8.6
"Windermere North (UK)",1981,12,7
"Windermere North (UK)",1982,1,3.95
"Windermere North (UK)",1982,2,4.4
"Windermere North (UK)",1982,3,4.86666666666667
"Windermere North (UK)",1982,4,7.625
"Windermere North (UK)",1982,5,10.725
"Windermere North (UK)",1982,6,16.18
"Windermere North (UK)",1982,7,18
"Windermere North (UK)",1982,8,17.48
"Windermere North (UK)",1982,9,14.425
"Windermere North (UK)",1982,10,11.4
"Windermere North (UK)",1982,11,9
"Windermere North (UK)",1982,12,6.55
"Windermere North (UK)",1983,1,5.65
"Windermere North (UK)",1983,2,4.8
"Windermere North (UK)",1983,3,4.26666666666667
"Windermere North (UK)",1983,4,5.475
"Windermere North (UK)",1983,5,8.96
"Windermere North (UK)",1983,6,14.375
"Windermere North (UK)",1983,7,20.525
"Windermere North (UK)",1983,8,20.02
"Windermere North (UK)",1983,9,14.5
"Windermere North (UK)",1983,10,11.6
"Windermere North (UK)",1983,11,9.13333333333333
"Windermere North (UK)",1983,12,6.95
"Windermere North (UK)",1984,1,5.36666666666667
"Windermere North (UK)",1984,2,3.9
"Windermere North (UK)",1984,3,4.25
"Windermere North (UK)",1984,4,6.2
"Windermere North (UK)",1984,5,10.3333333333333
"Windermere North (UK)",1984,6,15.25
"Windermere North (UK)",1984,7,18.6
"Windermere North (UK)",1984,8,19.675
"Windermere North (UK)",1984,9,16.25
"Windermere North (UK)",1984,10,12.18
"Windermere North (UK)",1984,11,8.925
"Windermere North (UK)",1984,12,7.5
"Windermere North (UK)",1985,1,5.36666666666667
"Windermere North (UK)",1985,2,3.6
"Windermere North (UK)",1985,3,3.9
"Windermere North (UK)",1985,4,5.96
"Windermere North (UK)",1985,5,9.35
"Windermere North (UK)",1985,6,14.8
"Windermere North (UK)",1985,7,16
"Windermere North (UK)",1985,8,14.375
"Windermere North (UK)",1985,9,13.4
"Windermere North (UK)",1985,10,12.74
"Windermere North (UK)",1985,11,8.675
"Windermere North (UK)",1985,12,7.2
"Windermere North (UK)",1986,1,5.25
"Windermere North (UK)",1986,2,3.675
"Windermere North (UK)",1986,3,3.35
"Windermere North (UK)",1986,4,5.06
"Windermere North (UK)",1986,5,9.075
"Windermere North (UK)",1986,6,13.6
"Windermere North (UK)",1986,7,18.18
"Windermere North (UK)",1986,8,15.2
"Windermere North (UK)",1986,9,13.48
"Windermere North (UK)",1986,10,12.9666666666667
"Windermere North (UK)",1986,11,8.825
"Windermere North (UK)",1986,12,7.3
"Windermere North (UK)",1987,1,5.5
"Windermere North (UK)",1987,2,4.6
"Windermere North (UK)",1987,3,4.56666666666667
"Windermere North (UK)",1987,4,8.63333333333333
"Windermere North (UK)",1987,5,10.75
"Windermere North (UK)",1987,6,14.3
"Windermere North (UK)",1987,7,17.225
"Windermere North (UK)",1987,8,16.925
"Windermere North (UK)",1987,9,14.8
"Windermere North (UK)",1987,10,11.6
"Windermere North (UK)",1987,11,8.775
"Windermere North (UK)",1987,12,6.5
"Windermere North (UK)",1988,1,6.15
"Windermere North (UK)",1988,2,4.55
"Windermere North (UK)",1988,3,4.3
"Windermere North (UK)",1988,4,7.175
"Windermere North (UK)",1988,5,11.48
"Windermere North (UK)",1988,6,16.95
"Windermere North (UK)",1988,7,16.55
"Windermere North (UK)",1988,8,15.76
"Windermere North (UK)",1988,9,13.525
"Windermere North (UK)",1988,10,10.75
"Windermere North (UK)",1988,11,8.85
"Windermere North (UK)",1988,12,6.7
"Windermere North (UK)",1989,1,6.63333333333333
"Windermere North (UK)",1989,2,6.6
"Windermere North (UK)",1989,3,6.23333333333333
"Windermere North (UK)",1989,4,7.1
"Windermere North (UK)",1989,5,12.44
"Windermere North (UK)",1989,6,17.25
"Windermere North (UK)",1989,7,19.825
"Windermere North (UK)",1989,8,17.86
"Windermere North (UK)",1989,9,15.05
"Windermere North (UK)",1989,10,13
"Windermere North (UK)",1989,11,9.45
"Windermere North (UK)",1989,12,7.1
"Windermere North (UK)",1990,1,6.3
"Windermere North (UK)",1990,2,5.9
"Windermere North (UK)",1990,3,6.13333333333333
"Windermere North (UK)",1990,4,7.65
"Windermere North (UK)",1990,5,13.64
"Windermere North (UK)",1990,6,15.2
"Windermere North (UK)",1990,7,17.36
"Windermere North (UK)",1990,8,18.375
"Windermere North (UK)",1990,9,15.55
"Windermere North (UK)",1990,10,11.94
"Windermere North (UK)",1990,11,9.125
"Windermere North (UK)",1990,12,7.15
"Windermere North (UK)",1991,1,5.06666666666667
"Windermere North (UK)",1991,2,3.9
"Windermere North (UK)",1991,3,5.8
"Windermere North (UK)",1991,4,6.82
"Windermere North (UK)",1991,5,10.725
"Windermere North (UK)",1991,6,13.525
"Windermere North (UK)",1991,7,17.72
"Windermere North (UK)",1991,8,18
"Windermere North (UK)",1991,9,17.75
"Windermere North (UK)",1991,10,12
"Windermere North (UK)",1991,11,8.425
"Windermere North (UK)",1991,12,7.3
"Windermere North (UK)",1992,1,6.36666666666667
"Windermere North (UK)",1992,2,5.6
"Windermere North (UK)",1992,3,6.05
"Windermere North (UK)",1992,4,6.75
"Windermere North (UK)",1992,5,11.45
"Windermere North (UK)",1992,6,18.6666666666667
"Windermere North (UK)",1992,7,17.75
"Windermere North (UK)",1992,8,16.75
"Windermere North (UK)",1992,9,13.4
"Windermere North (UK)",1992,10,11.6
"Windermere North (UK)",1992,11,8.35
"Windermere North (UK)",1992,12,7.1
"Windermere North (UK)",1993,1,4.85
"Windermere North (UK)",1993,2,5.35
"Windermere North (UK)",1993,3,5.1
"Windermere North (UK)",1993,4,7.05
"Windermere North (UK)",1993,5,10.75
"Windermere North (UK)",1993,6,15.3333333333333
"Windermere North (UK)",1993,7,16.1
"Windermere North (UK)",1993,8,15.8
"Windermere North (UK)",1993,9,14.75
"Windermere North (UK)",1993,10,11.75
"Windermere North (UK)",1993,11,8.16666666666667
"Windermere North (UK)",1993,12,6.2
"Windermere North (UK)",1994,1,4.8
"Windermere North (UK)",1994,2,4.2
"Windermere North (UK)",1994,3,4.5
"Windermere North (UK)",1994,4,6
"Windermere North (UK)",1994,5,10.5333333333333
"Windermere North (UK)",1994,6,14.7
"Windermere North (UK)",1994,7,18.75
"Windermere North (UK)",1994,8,18.2
"Windermere North (UK)",1994,9,14.4
"Windermere North (UK)",1994,10,12
"Windermere North (UK)",1994,11,10.0333333333333
"Windermere North (UK)",1994,12,8.5
"Windermere North (UK)",1995,1,5.9
"Windermere North (UK)",1995,2,5.15
"Windermere North (UK)",1995,3,5.25
"Windermere North (UK)",1995,4,7.2
"Windermere North (UK)",1995,5,11.45
"Windermere North (UK)",1995,6,14.05
"Windermere North (UK)",1995,7,18.7
"Windermere North (UK)",1995,8,20.5333333333333
"Windermere North (UK)",1995,9,16.3
"Windermere North (UK)",1995,10,12.85
"Windermere North (UK)",1995,11,10.15
"Windermere North (UK)",1995,12,7.85
"Windermere North (UK)",1996,1,5.53333333333333
"Windermere North (UK)",1996,2,3.85
"Windermere North (UK)",1996,3,4.1
"Windermere North (UK)",1996,4,5.9
"Windermere North (UK)",1996,5,8.8
"Windermere North (UK)",1996,6,14.55
"Windermere North (UK)",1996,7,17.5
"Windermere North (UK)",1996,8,18.75
"Windermere North (UK)",1996,9,15.7
"Windermere North (UK)",1996,10,12.25
"Windermere North (UK)",1996,11,9.35
"Windermere North (UK)",1996,12,6.3
"Windermere North (UK)",1997,1,4.4
"Windermere North (UK)",1997,2,4.6
"Windermere North (UK)",1997,3,5.85
"Windermere North (UK)",1997,4,7.83333333333333
"Windermere North (UK)",1997,5,11.8
"Windermere North (UK)",1997,6,16.75
"Windermere North (UK)",1997,7,19.4
"Windermere North (UK)",1997,8,20.2
"Windermere North (UK)",1997,9,15.9333333333333
"Windermere North (UK)",1997,10,12.15
"Windermere North (UK)",1997,11,9.9
"Windermere North (UK)",1997,12,7.75
"Windermere North (UK)",1998,1,6.5
"Windermere North (UK)",1998,2,6.4
"Windermere North (UK)",1998,3,7.03333333333333
"Windermere North (UK)",1998,4,8.3
"Windermere North (UK)",1998,5,12.8
"Windermere North (UK)",1998,6,14.75
"Windermere North (UK)",1998,7,16.45
"Windermere North (UK)",1998,8,16.55
"Windermere North (UK)",1998,9,15.4666666666667
"Windermere North (UK)",1998,10,11.5
"Windermere North (UK)",1998,11,8.45
"Windermere North (UK)",1998,12,7.2
"Windermere North (UK)",1999,1,6.1
"Windermere North (UK)",1999,2,5.4
"Windermere North (UK)",1999,3,5.7
"Windermere North (UK)",1999,4,8.15
"Windermere North (UK)",1999,5,12.5
"Windermere North (UK)",1999,6,15.2
"Windermere North (UK)",1999,7,18.7
"Windermere North (UK)",1999,8,18.4666666666667
"Windermere North (UK)",1999,9,15.9
"Windermere North (UK)",1999,10,12.2
"Windermere North (UK)",1999,11,9.15
"Windermere North (UK)",1999,12,7
"Windermere North (UK)",2000,1,5.55
"Windermere North (UK)",2000,2,5.43333333333333
"Windermere North (UK)",2000,3,6.6
"Windermere North (UK)",2000,4,7.95
"Windermere North (UK)",2000,5,14.4
"Windermere North (UK)",2000,6,15.55
"Windermere North (UK)",2000,7,17.4
"Windermere North (UK)",2000,8,18.6666666666667
"Windermere North (UK)",2000,9,15.9
"Windermere North (UK)",2000,10,11.75
"Windermere North (UK)",2000,11,8.2
"Windermere North (UK)",2000,12,7.45
"Windermere North (UK)",2001,1,5.8
"Windermere North (UK)",2001,2,4.4
"Windermere North (UK)",2001,3,4.4
"Windermere North (UK)",2001,4,5.75
"Windermere North (UK)",2001,5,12.2
"Windermere North (UK)",2001,6,15.55
"Windermere North (UK)",2001,7,18.05
"Windermere North (UK)",2001,8,18.4
"Windermere North (UK)",2001,9,15.7
"Windermere North (UK)",2001,10,13.1333333333333
"Windermere North (UK)",2001,11,9.15
"Windermere North (UK)",2001,12,7.6
"Windermere North (UK)",2002,1,5.6
"Windermere North (UK)",2002,2,6.2
"Windermere North (UK)",2002,3,5.95
"Windermere North (UK)",2002,4,8.76666666666667
"Windermere North (UK)",2002,5,11.75
"Windermere North (UK)",2002,6,14.5
"Windermere North (UK)",2002,7,16.5
"Windermere North (UK)",2002,8,19.5
"Windermere North (UK)",2002,9,17.45
"Windermere North (UK)",2002,10,13.3
"Windermere North (UK)",2002,11,9.05
"Windermere North (UK)",2002,12,7.6
"Windermere North (UK)",2003,1,5.95
"Windermere North (UK)",2003,2,5.05
"Windermere North (UK)",2003,3,5.55
"Windermere North (UK)",2003,4,9.13333333333333
"Windermere North (UK)",2003,5,12.17
"Windermere North (UK)",2003,6,17.05
"Windermere North (UK)",2003,7,19.3
"Windermere North (UK)",2003,8,20.35
"Windermere North (UK)",2003,9,16.5
"Windermere North (UK)",2003,10,11.55
"Windermere North (UK)",2003,11,9.1
"Windermere North (UK)",2003,12,7.6
"Windermere North (UK)",2004,1,6
"Windermere North (UK)",2004,2,6.15
"Windermere North (UK)",2004,3,5.63333333333333
"Windermere North (UK)",2004,4,10.1
"Windermere North (UK)",2004,5,14.1
"Windermere North (UK)",2004,6,17.8
"Windermere North (UK)",2004,7,17.4
"Windermere North (UK)",2004,8,19.3333333333333
"Windermere North (UK)",2004,9,14.5
"Windermere North (UK)",2004,10,11.3
"Windermere North (UK)",2004,11,9.55
"Windermere North (UK)",2004,12,7.7
"Windermere North (UK)",2005,1,6.8
"Windermere North (UK)",2005,2,5.9
"Windermere North (UK)",2005,3,6.05
"Windermere North (UK)",2005,4,7.8
"Windermere North (UK)",2005,5,12.0333333333333
"Windermere North (UK)",2005,6,17.5
"Windermere North (UK)",2005,7,21.05
"Windermere North (UK)",2005,8,18.9
"Windermere North (UK)",2005,9,18.8
"Windermere North (UK)",2005,10,15.75
"Windermere North (UK)",2005,11,13.1333333333333
"Windermere North (UK)",2005,12,7.1
"Windermere North (UK)",2006,1,5.7
"Windermere North (UK)",2006,2,5.2
"Windermere North (UK)",2006,3,4.65
"Windermere North (UK)",2006,4,6.25
"Windermere North (UK)",2006,5,11.7666666666667
"Windermere North (UK)",2006,6,17.7
"Windermere North (UK)",2006,7,21.35
"Windermere North (UK)",2006,8,18.7
"Windermere North (UK)",2006,9,17
"Windermere North (UK)",2006,10,14.4333333333333
"Windermere North (UK)",2006,11,9.5
"Windermere North (UK)",2006,12,8
"Windermere North (UK)",2007,1,7.35
"Windermere North (UK)",2007,2,6.35
"Windermere North (UK)",2007,3,6.6
"Windermere North (UK)",2007,4,9.45
"Windermere North (UK)",2007,5,13.0666666666667
"Windermere North (UK)",2007,6,17.75
"Windermere North (UK)",2007,7,17.55
"Windermere North (UK)",2007,8,16.9
"Windermere North (UK)",2007,9,16.35
"Windermere North (UK)",2007,10,13.2333333333333
"Windermere North (UK)",2007,11,9.55
"Windermere North (UK)",2007,12,7.8
"Windermere North (UK)",2008,1,6.3
"Windermere North (UK)",2008,2,5.85
"Windermere North (UK)",2008,3,6
"Windermere North (UK)",2008,4,7.4
"Windermere North (UK)",2008,5,14.35
"Windermere North (UK)",2008,6,16.65
"Windermere North (UK)",2008,7,16.6
"Windermere North (UK)",2008,8,18.3
"Windermere North (UK)",2008,9,15.3666666666667
"Windermere North (UK)",2008,10,11.5
"Windermere North (UK)",2008,11,8.3
"Windermere North (UK)",2008,12,6.6
"Windermere North (UK)",2009,1,5.45
"Windermere North (UK)",2009,2,4.7
"Windermere North (UK)",2009,3,5.7
"Windermere North (UK)",2009,4,9.75
"Windermere North (UK)",2009,5,12.25
"Windermere North (UK)",2009,6,16
"Windermere North (UK)",2009,7,19.8
"Windermere North (UK)",2009,8,17.15
"Windermere North (UK)",2009,9,15.3666666666667
"Windermere North (UK)",2009,10,12.6
"Windermere North (UK)",2009,11,10.6
"Windermere North (UK)",2009,12,8.2
"Windermere North (UK)",2010,1,4.9
"Windermere North (UK)",2010,2,4.35
"Windermere North (UK)",2010,3,4.56666666666667
"Windermere North (UK)",2010,4,9.15
"Windermere North (UK)",2010,5,13.4
"Windermere North (UK)",2010,6,17.7
"Windermere North (UK)",2010,7,17.4
"Windermere North (UK)",2010,8,17.1666666666667
"Windermere North (UK)",2010,9,15.4
"Windermere North (UK)",2010,10,12.05
"Windermere North (UK)",2010,11,8.7
"Lake Apopka (FL)",1999,1,15.14
"Lake Apopka (FL)",1999,2,21.3
"Lake Apopka (FL)",1999,3,16.9
"Lake Apopka (FL)",1999,4,24.08
"Lake Apopka (FL)",1999,5,20.4
"Lake Apopka (FL)",1999,6,26.44
"Lake Apopka (FL)",1999,7,28.5
"Lake Apopka (FL)",1999,8,NA
"Lake Apopka (FL)",1999,9,28.6
"Lake Apopka (FL)",1999,10,27
"Lake Apopka (FL)",1999,11,23.3
"Lake Apopka (FL)",1999,12,NA
"Lake Apopka (FL)",2000,1,17.4
"Lake Apopka (FL)",2000,2,13.3
"Lake Apopka (FL)",2000,3,19.7
"Lake Apopka (FL)",2000,4,23.8
"Lake Apopka (FL)",2000,5,24.3
"Lake Apopka (FL)",2000,6,28.7
"Lake Apopka (FL)",2000,7,29.1
"Lake Apopka (FL)",2000,8,NA
"Lake Apopka (FL)",2000,9,29
"Lake Apopka (FL)",2000,10,24.5
"Lake Apopka (FL)",2000,11,20.6
"Lake Apopka (FL)",2000,12,20.4
"Lake Apopka (FL)",2001,1,9.4
"Lake Apopka (FL)",2001,2,14
"Lake Apopka (FL)",2001,3,13.10000038
"Lake Apopka (FL)",2001,4,18.99
"Lake Apopka (FL)",2001,5,22.86
"Lake Apopka (FL)",2001,6,28.1
"Lake Apopka (FL)",2001,7,29.1
"Lake Apopka (FL)",2001,8,27.5
"Lake Apopka (FL)",2001,9,29.4
"Lake Apopka (FL)",2001,10,20
"Lake Apopka (FL)",2001,11,18.1
"Lake Apopka (FL)",2001,12,22.5
"Lake Apopka (FL)",2002,1,10.1
"Lake Apopka (FL)",2002,2,14.5
"Lake Apopka (FL)",2002,3,12.9
"Lake Apopka (FL)",2002,4,19.7
"Lake Apopka (FL)",2002,5,26.9
"Lake Apopka (FL)",2002,6,27.4
"Lake Apopka (FL)",2002,7,26.8
"Lake Apopka (FL)",2002,8,28
"Lake Apopka (FL)",2002,9,29.9
"Lake Apopka (FL)",2002,10,27.8
"Lake Apopka (FL)",2002,11,21.8
"Lake Apopka (FL)",2002,12,17.4
"Lake Apopka (FL)",2003,1,12.6
"Lake Apopka (FL)",2003,2,15.3
"Lake Apopka (FL)",2003,3,20.5
"Lake Apopka (FL)",2003,4,23
"Lake Apopka (FL)",2003,5,27.2
"Lake Apopka (FL)",2003,6,27
"Lake Apopka (FL)",2003,7,28.4
"Lake Apopka (FL)",2003,8,31.2
"Lake Apopka (FL)",2003,9,30.2
"Lake Apopka (FL)",2003,10,26.1
"Lake Apopka (FL)",2003,11,24.4
"Lake Apopka (FL)",2003,12,15.1
"Lake Apopka (FL)",2004,1,19.6
"Lake Apopka (FL)",2004,2,15.5
"Lake Apopka (FL)",2004,3,17.9
"Lake Apopka (FL)",2004,4,18.3
"Lake Apopka (FL)",2004,5,23.1
"Lake Apopka (FL)",2004,6,27.9
"Lake Apopka (FL)",2004,7,29.2
"Lake Apopka (FL)",2004,8,28.6
"Lake Apopka (FL)",2004,9,27.6
"Lake Apopka (FL)",2004,10,27.6
"Lake Apopka (FL)",2004,11,25.4
"Lake Apopka (FL)",2004,12,20.1
"Lake Apopka (FL)",2005,1,16.4
"Lake Apopka (FL)",2005,2,14.8
"Lake Apopka (FL)",2005,3,16
"Lake Apopka (FL)",2005,4,21.2
"Lake Apopka (FL)",2005,5,22.9
"Lake Apopka (FL)",2005,6,27.5
"Lake Apopka (FL)",2005,7,29.5
"Lake Apopka (FL)",2005,8,29.5
"Lake Apopka (FL)",2005,9,27.4
"Lake Apopka (FL)",2005,10,27.9
"Lake Apopka (FL)",2005,11,22.5
"Lake Apopka (FL)",2005,12,14.7
"Lake Apopka (FL)",2006,1,13.7
"Lake Apopka (FL)",2006,2,14.9
"Lake Apopka (FL)",2006,3,18.9
"Lake Apopka (FL)",2006,4,23
"Lake Apopka (FL)",2006,5,21.9
"Lake Apopka (FL)",2006,6,26.8
"Lake Apopka (FL)",2006,7,29.3
"Lake Apopka (FL)",2006,8,29.2
"Lake Apopka (FL)",2006,9,29.3
"Lake Apopka (FL)",2006,10,24
"Lake Apopka (FL)",2006,11,21.95
"Lake Apopka (FL)",2006,12,17.6
"Lake Apopka (FL)",2007,1,20.1
"Lake Apopka (FL)",2007,2,13.2
"Lake Apopka (FL)",2007,3,16.59
"Lake Apopka (FL)",2007,4,24.5
"Lake Apopka (FL)",2007,5,24.4
"Lake Apopka (FL)",2007,6,26.15
"Lake Apopka (FL)",2007,7,28.47
"Lake Apopka (FL)",2007,8,28.5
"Lake Apopka (FL)",2007,9,28.3
"Lake Apopka (FL)",2007,10,26.8
"Lake Apopka (FL)",2007,11,20.12
"Lake Apopka (FL)",2007,12,21.6
"Lake Apopka (FL)",2008,1,14.5
"Lake Apopka (FL)",2008,2,20.15
"Lake Apopka (FL)",2008,3,20.2
"Lake Apopka (FL)",2008,4,22.99
"Lake Apopka (FL)",2008,5,25.2
"Lake Apopka (FL)",2008,6,28.2
"Lake Apopka (FL)",2008,7,26.75
"Lake Apopka (FL)",2008,8,29.95
"Lake Apopka (FL)",2008,9,27.66
"Lake Apopka (FL)",2008,10,24.89
"Lake Apopka (FL)",2008,11,19.73
"Lake Apopka (FL)",2008,12,15.61
"Lake Apopka (FL)",2009,1,18.4
"Lake Apopka (FL)",2009,2,13.77
"Lake Apopka (FL)",2009,3,12.61
"Lake Apopka (FL)",2009,4,21.86
"Lake Apopka (FL)",2009,5,26.14
"Lake Apopka (FL)",2009,6,27.1
"Lake Apopka (FL)",2009,7,28.19
"Lake Apopka (FL)",2009,8,29.58
"Lake Apopka (FL)",2009,9,28.4
"Lake Apopka (FL)",2009,10,27.03
"Lake Apopka (FL)",2009,11,23.18
"Lake Apopka (FL)",2009,12,18.3
"Lake Apopka (FL)",2010,1,8.05
"Lake Apopka (FL)",2010,2,14.06
"Lake Apopka (FL)",2010,3,11.78
"Lake Apopka (FL)",2010,4,22.45
"Lake Apopka (FL)",2010,5,27.23
"Lake Apopka (FL)",2010,6,28.24
"Lake Apopka (FL)",2010,7,28.26
"Lake Apopka (FL)",2010,8,30.36
"Lake Apopka (FL)",2010,9,27.36
"Lake Apopka (FL)",2010,10,23.6
"Lake Apopka (FL)",2010,11,23.86
"Lake Apopka (FL)",2010,12,16.13
"Lake Apopka (FL)",2011,1,14.17
